Date,CSource,State,Month,State_Code,State_Abbr,CSrc_Simplified,CSrc_Freq
7-Jan-18,google_display_network,rhode island ,January,44,RI,google,34708
16-Mar-18,google_display_network,virginia ,March,51,VA,google,34708
13-Mar-18,criteo,florida ,March,12,FL,criteo,1599
13-Mar-18,yahoosearchrtg,pennsylvania ,March,42,PA,yahoo,875
2-Jan-18,weather,new york ,January,36,NY,weather,642
14-Mar-18,google,michigan ,March,26,MI,google,34708
19-Feb-18,www.google.com,ohio ,February,39,OH,google,34708
25-Mar-18,google,maine ,March,23,ME,google,34708
5-Feb-18,aol,texas ,February,48,TX,aol,3440
2-Jan-18,aol,california ,January,6,CA,aol,3440
31-Mar-18,criteo,new york ,March,36,NY,criteo,1599
11-Jan-18,google_display_network,north dakota ,January,38,ND,google,34708
27-Mar-18,1,california ,March,6,CA,other,13363
5-Jan-18,google,georgia ,January,13,GA,google,34708
16-Mar-18,google_display_network,pennsylvania ,March,42,PA,google,34708
19-Feb-18,email,florida ,February,12,FL,email,4952
27-Jan-18,email,arizona ,January,4,AZ,email,4952
12-Feb-18,google_display_network,pennsylvania ,February,42,PA,google,34708
27-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
11-Mar-18,google,texas ,March,48,TX,google,34708
6-Feb-18,google_display_network,new mexico ,February,35,NM,google,34708
5-Mar-18,unknown,wisconsin ,March,55,WI,unknown,10982
26-Feb-18,google_display_network,georgia ,February,13,GA,google,34708
23-Mar-18,bing,california ,March,6,CA,bing,3143
29-Jan-18,unknown,new york ,January,36,NY,unknown,10982
1-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
15-Mar-18,google,tennessee ,March,47,TN,google,34708
21-Jan-18,1,maryland ,January,24,MD,other,13363
2-Mar-18,google_display_network,california ,March,6,CA,google,34708
18-Jan-18,google_display_network,california ,January,6,CA,google,34708
25-Mar-18,google,georgia ,March,13,GA,google,34708
13-Feb-18,google_display_network,illinois ,February,17,IL,google,34708
29-Jan-18,bing,michigan ,January,26,MI,bing,3143
19-Feb-18,facebook,nevada ,February,32,NV,facebook,1796
14-Mar-18,1,virginia ,March,51,VA,other,13363
10-Mar-18,google_display_network,california ,March,6,CA,google,34708
21-Mar-18,google,tennessee ,March,47,TN,google,34708
24-Mar-18,1,florida ,March,12,FL,other,13363
25-Mar-18,google_display_network,michigan ,March,26,MI,google,34708
10-Mar-18,google_display_network,california ,March,6,CA,google,34708
11-Mar-18,google,new jersey ,March,34,NJ,google,34708
20-Mar-18,google,california ,March,6,CA,google,34708
2-Mar-18,31,west virginia ,March,54,WV,other,13363
6-Mar-18,google,north carolina ,March,37,NC,google,34708
18-Jan-18,email,california ,January,6,CA,email,4952
8-Feb-18,31,north carolina ,February,37,NC,other,13363
15-Mar-18,31,michigan ,March,26,MI,other,13363
25-Jan-18,google_display_network,massachusetts ,January,25,MA,google,34708
24-Jan-18,google,california ,January,6,CA,google,34708
13-Mar-18,unknown,south carolina ,March,45,SC,unknown,10982
27-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
19-Mar-18,google_display_network,washington ,March,53,WA,google,34708
11-Jan-18,31,illinois ,January,17,IL,other,13363
16-Feb-18,aol,california ,February,6,CA,aol,3440
20-Feb-18,google,michigan ,February,26,MI,google,34708
8-Mar-18,facebook,new york ,March,36,NY,facebook,1796
28-Jan-18,google,michigan ,January,26,MI,google,34708
11-Jan-18,google_display_network,texas ,January,48,TX,google,34708
25-Jan-18,google_display_network,maryland ,January,24,MD,google,34708
12-Jan-18,google,new york ,January,36,NY,google,34708
27-Mar-18,unknown,georgia ,March,13,GA,unknown,10982
25-Feb-18,google,texas ,February,48,TX,google,34708
18-Jan-18,google,california ,January,6,CA,google,34708
28-Jan-18,unknown,new jersey ,January,34,NJ,unknown,10982
20-Feb-18,google_display_network,utah ,February,49,UT,google,34708
27-Mar-18,1,virginia ,March,51,VA,other,13363
2-Mar-18,google,california ,March,6,CA,google,34708
6-Mar-18,email,illinois ,March,17,IL,email,4952
16-Mar-18,google,oregon ,March,41,OR,google,34708
7-Jan-18,google,new york ,January,36,NY,google,34708
6-Jan-18,bing,iowa ,January,19,IA,bing,3143
2-Mar-18,1,ohio ,March,39,OH,other,13363
21-Jan-18,www.google.com,new hampshire ,January,33,NH,google,34708
6-Mar-18,criteo,ohio ,March,39,OH,criteo,1599
25-Jan-18,taboola,wisconsin ,January,55,WI,other,13363
13-Feb-18,email,maryland ,February,24,MD,email,4952
6-Jan-18,google_display_network,north carolina ,January,37,NC,google,34708
31-Jan-18,27,new york ,January,36,NY,other,13363
26-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
3-Jan-18,weather,texas ,January,48,TX,weather,642
9-Feb-18,unknown,texas ,February,48,TX,unknown,10982
30-Jan-18,google_display_network,west virginia ,January,54,WV,google,34708
15-Jan-18,unknown,florida ,January,12,FL,unknown,10982
7-Feb-18,1,california ,February,6,CA,other,13363
15-Mar-18,stringo_primary,florida ,March,12,FL,stringo,459
22-Jan-18,1,massachusetts ,January,25,MA,other,13363
20-Jan-18,31,alabama ,January,1,AL,other,13363
5-Mar-18,31,texas ,March,48,TX,other,13363
18-Feb-18,1,california ,February,6,CA,other,13363
31-Mar-18,google_display_network,florida ,March,12,FL,google,34708
23-Feb-18,email,florida ,February,12,FL,email,4952
8-Feb-18,taboola,georgia ,February,13,GA,other,13363
19-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
11-Feb-18,google_display_network,florida ,February,12,FL,google,34708
12-Mar-18,stringo_middle,florida ,March,12,FL,stringo,459
22-Mar-18,31,california ,March,6,CA,other,13363
26-Jan-18,www.google.com,texas ,January,48,TX,google,34708
2-Feb-18,google,washington ,February,53,WA,google,34708
24-Jan-18,google,florida ,January,12,FL,google,34708
10-Jan-18,newsmax,pennsylvania ,January,42,PA,other,13363
7-Jan-18,aol,arizona ,January,4,AZ,aol,3440
23-Feb-18,unknown,maryland ,February,24,MD,unknown,10982
29-Mar-18,email,idaho ,March,16,ID,email,4952
19-Jan-18,google,texas ,January,48,TX,google,34708
22-Feb-18,google_display_network,pennsylvania ,February,42,PA,google,34708
16-Mar-18,31,virginia ,March,51,VA,other,13363
6-Mar-18,1,ohio ,March,39,OH,other,13363
13-Mar-18,google_display_network,michigan ,March,26,MI,google,34708
1-Mar-18,aol,california ,March,6,CA,aol,3440
9-Jan-18,google_display_network,alaska ,January,2,AK,google,34708
26-Mar-18,google,texas ,March,48,TX,google,34708
3-Mar-18,google_display_network,indiana ,March,18,IN,google,34708
8-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
3-Jan-18,google_display_network,nevada ,January,32,NV,google,34708
27-Feb-18,facebook,arizona ,February,4,AZ,facebook,1796
13-Jan-18,unknown,michigan ,January,26,MI,unknown,10982
18-Mar-18,Realtor_com,massachusetts ,March,25,MA,realtor.com,817
29-Jan-18,taboola,california ,January,6,CA,other,13363
20-Feb-18,google_display_network,texas ,February,48,TX,google,34708
25-Mar-18,google,michigan ,March,26,MI,google,34708
9-Jan-18,google_display_network,california ,January,6,CA,google,34708
14-Jan-18,unknown,pennsylvania ,January,42,PA,unknown,10982
21-Feb-18,facebook,texas ,February,48,TX,facebook,1796
12-Feb-18,google_display_network,texas ,February,48,TX,google,34708
11-Jan-18,email,new jersey ,January,34,NJ,email,4952
25-Feb-18,google,new jersey ,February,34,NJ,google,34708
28-Jan-18,aol,texas ,January,48,TX,aol,3440
7-Feb-18,email,georgia ,February,13,GA,email,4952
25-Feb-18,google,texas ,February,48,TX,google,34708
31-Mar-18,google_display_network,florida ,March,12,FL,google,34708
11-Feb-18,criteo,florida ,February,12,FL,criteo,1599
10-Jan-18,stringo_middle,virginia ,January,51,VA,stringo,459
24-Jan-18,email,tennessee ,January,47,TN,email,4952
3-Mar-18,google_display_network,connecticut ,March,9,CT,google,34708
18-Feb-18,google_display_network,colorado ,February,8,CO,google,34708
7-Feb-18,bing,wisconsin ,February,55,WI,bing,3143
9-Feb-18,27,texas ,February,48,TX,other,13363
3-Feb-18,unknown,california ,February,6,CA,unknown,10982
10-Jan-18,email,texas ,January,48,TX,email,4952
19-Jan-18,cnn_com,illinois ,January,17,IL,cnn,435
16-Jan-18,1,texas ,January,48,TX,other,13363
12-Mar-18,27,florida ,March,12,FL,other,13363
27-Feb-18,1,california ,February,6,CA,other,13363
29-Jan-18,www.google.com,florida ,January,12,FL,google,34708
19-Mar-18,www.google.com,michigan ,March,26,MI,google,34708
2-Feb-18,unknown,maryland ,February,24,MD,unknown,10982
18-Mar-18,google,new york ,March,36,NY,google,34708
8-Mar-18,1,wisconsin ,March,55,WI,other,13363
28-Mar-18,google_display_network,north carolina ,March,37,NC,google,34708
14-Mar-18,unknown,new jersey ,March,34,NJ,unknown,10982
27-Jan-18,bing,virginia ,January,51,VA,bing,3143
24-Mar-18,google_display_network,georgia ,March,13,GA,google,34708
16-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
19-Feb-18,www.bing.com,ohio ,February,39,OH,bing,3143
12-Jan-18,unknown,north carolina ,January,37,NC,unknown,10982
25-Feb-18,google_display_network,ohio ,February,39,OH,google,34708
16-Jan-18,google,massachusetts ,January,25,MA,google,34708
20-Mar-18,1,washington ,March,53,WA,other,13363
13-Feb-18,27,michigan ,February,26,MI,other,13363
5-Feb-18,google,maryland ,February,24,MD,google,34708
8-Mar-18,bing,california ,March,6,CA,bing,3143
17-Jan-18,google,michigan ,January,26,MI,google,34708
11-Mar-18,unknown,california ,March,6,CA,unknown,10982
26-Mar-18,com.google.android.googlequicksearchbox,north carolina ,March,37,NC,google,34708
24-Feb-18,criteo,georgia ,February,13,GA,criteo,1599
15-Jan-18,unknown,florida ,January,12,FL,unknown,10982
6-Jan-18,31,kentucky ,January,21,KY,other,13363
31-Mar-18,31,florida ,March,12,FL,other,13363
7-Feb-18,google_display_network,florida ,February,12,FL,google,34708
31-Jan-18,google,washington ,January,53,WA,google,34708
16-Mar-18,unknown,new york ,March,36,NY,unknown,10982
16-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
14-Feb-18,unknown,pennsylvania ,February,42,PA,unknown,10982
22-Mar-18,google,illinois ,March,17,IL,google,34708
7-Mar-18,unknown,missouri ,March,29,MO,unknown,10982
22-Jan-18,1,nevada ,January,32,NV,other,13363
27-Mar-18,google_display_network,new york ,March,36,NY,google,34708
10-Feb-18,ail,california ,February,6,CA,other,13363
10-Feb-18,www.google.com,oklahoma ,February,39,OK,google,34708
9-Mar-18,email,ohio ,March,39,OH,email,4952
20-Mar-18,bing,texas ,March,48,TX,bing,3143
19-Jan-18,27,california ,January,6,CA,other,13363
24-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
29-Jan-18,bing,iowa ,January,19,IA,bing,3143
8-Mar-18,email,new york ,March,36,NY,email,4952
27-Mar-18,www.bing.com,illinois ,March,17,IL,bing,3143
14-Feb-18,31,minnesota ,February,27,MN,other,13363
3-Jan-18,www.bing.com,wisconsin ,January,55,WI,bing,3143
9-Mar-18,google,new jersey ,March,34,NJ,google,34708
27-Feb-18,google_display_network,illinois ,February,17,IL,google,34708
6-Jan-18,criteo,new jersey ,January,34,NJ,criteo,1599
8-Jan-18,google_display_network,indiana ,January,18,IN,google,34708
24-Jan-18,google,delaware ,January,10,DE,google,34708
1-Feb-18,taboola,texas ,February,48,TX,other,13363
8-Feb-18,com.google.android.gm,new jersey ,February,34,NJ,google,34708
13-Mar-18,weather,california ,March,6,CA,weather,642
27-Mar-18,google_display_network,texas ,March,48,TX,google,34708
6-Mar-18,31,texas ,March,48,TX,other,13363
23-Jan-18,google_display_network,texas ,January,48,TX,google,34708
15-Jan-18,google,california ,January,6,CA,google,34708
27-Mar-18,Realtor_com,georgia ,March,13,GA,realtor.com,817
19-Feb-18,unknown,texas ,February,48,TX,unknown,10982
26-Jan-18,criteo,florida ,January,12,FL,criteo,1599
7-Feb-18,google,arizona ,February,4,AZ,google,34708
15-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
21-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
21-Feb-18,unknown,michigan ,February,26,MI,unknown,10982
9-Feb-18,google_display_network,arkansas ,February,5,AR,google,34708
1-Mar-18,magnifymoney,texas ,March,48,TX,magnifymoney,77
18-Mar-18,bing,nebraska ,March,31,NE,bing,3143
12-Feb-18,Realtor_com,kansas ,February,20,KS,realtor.com,817
19-Jan-18,1,texas ,January,48,TX,other,13363
31-Jan-18,google_display_network,south carolina ,January,45,SC,google,34708
29-Mar-18,google_display_network,tennessee ,March,47,TN,google,34708
27-Jan-18,email,georgia ,January,13,GA,email,4952
13-Feb-18,google_display_network,california ,February,6,CA,google,34708
29-Jan-18,email,california ,January,6,CA,email,4952
5-Jan-18,cnn_com,nevada ,January,32,NV,cnn,435
23-Mar-18,google_display_network,texas ,March,48,TX,google,34708
11-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
26-Mar-18,nasdaq,maryland ,March,24,MD,nasdaq,143
7-Feb-18,google_display_network,new jersey ,February,34,NJ,google,34708
24-Jan-18,unknown,illinois ,January,17,IL,unknown,10982
5-Feb-18,email,connecticut ,February,9,CT,email,4952
15-Mar-18,stringo_primary,california ,March,6,CA,stringo,459
14-Mar-18,unknown,new jersey ,March,34,NJ,unknown,10982
31-Mar-18,google_display_network,new york ,March,36,NY,google,34708
3-Jan-18,31,florida ,January,12,FL,other,13363
8-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
22-Mar-18,email,tennessee ,March,47,TN,email,4952
26-Jan-18,google_display_network,florida ,January,12,FL,google,34708
30-Mar-18,google_display_network,utah ,March,49,UT,google,34708
9-Jan-18,google,alabama ,January,1,AL,google,34708
3-Jan-18,google,minnesota ,January,27,MN,google,34708
20-Jan-18,31,new york ,January,36,NY,other,13363
1-Mar-18,email,florida ,March,12,FL,email,4952
19-Mar-18,google,florida ,March,12,FL,google,34708
17-Mar-18,Yahoo,illinois ,March,17,IL,yahoo,875
3-Feb-18,1,nevada ,February,32,NV,other,13363
2-Jan-18,bing,texas ,January,48,TX,bing,3143
2-Jan-18,google,pennsylvania ,January,42,PA,google,34708
21-Jan-18,google,georgia ,January,13,GA,google,34708
22-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
5-Jan-18,google_display_network,california ,January,6,CA,google,34708
23-Feb-18,google_display_network,arizona ,February,4,AZ,google,34708
11-Mar-18,email,iowa ,March,19,IA,email,4952
28-Mar-18,google,pennsylvania ,March,42,PA,google,34708
15-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
26-Mar-18,google_display_network,california ,March,6,CA,google,34708
6-Mar-18,unknown,arkansas ,March,5,AR,unknown,10982
12-Jan-18,unknown,alabama ,January,1,AL,unknown,10982
13-Mar-18,MSN,texas ,March,48,TX,microsoft,1213
15-Mar-18,email,massachusetts ,March,25,MA,email,4952
5-Mar-18,google,new york ,March,36,NY,google,34708
16-Jan-18,google_display_network,arkansas ,January,5,AR,google,34708
18-Feb-18,criteo,connecticut ,February,9,CT,criteo,1599
16-Feb-18,www.google.com,ohio ,February,39,OH,google,34708
30-Jan-18,google_display_network,missouri ,January,29,MO,google,34708
18-Mar-18,google_display_network,maryland ,March,24,MD,google,34708
7-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
10-Feb-18,google,texas ,February,48,TX,google,34708
20-Jan-18,email,north carolina ,January,37,NC,email,4952
11-Jan-18,criteo,michigan ,January,26,MI,criteo,1599
8-Mar-18,aol,south dakota ,March,46,SD,aol,3440
25-Jan-18,MSN,michigan ,January,26,MI,microsoft,1213
7-Feb-18,google_display_network,new york ,February,36,NY,google,34708
31-Mar-18,taboola,illinois ,March,17,IL,other,13363
4-Feb-18,27,california ,February,6,CA,other,13363
19-Mar-18,Pandora,louisiana ,March,22,LA,pandora,169
12-Jan-18,google,oklahoma ,January,39,OK,google,34708
15-Mar-18,criteo,idaho ,March,16,ID,criteo,1599
27-Jan-18,aol,florida ,January,12,FL,aol,3440
13-Feb-18,1,texas ,February,48,TX,other,13363
28-Mar-18,google,ohio ,March,39,OH,google,34708
6-Feb-18,google,south carolina ,February,45,SC,google,34708
18-Mar-18,1,michigan ,March,26,MI,other,13363
22-Jan-18,google,colorado ,January,8,CO,google,34708
13-Jan-18,google_display_network,south carolina ,January,45,SC,google,34708
22-Jan-18,criteo,oklahoma ,January,39,OK,criteo,1599
18-Feb-18,google_display_network,oklahoma ,February,39,OK,google,34708
19-Feb-18,google_display_network,tennessee ,February,47,TN,google,34708
1-Feb-18,google_display_network,minnesota ,February,27,MN,google,34708
2-Jan-18,google,texas ,January,48,TX,google,34708
21-Mar-18,google_display_network,california ,March,6,CA,google,34708
14-Feb-18,google,nebraska ,February,31,NE,google,34708
23-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
18-Feb-18,google,washington ,February,53,WA,google,34708
5-Mar-18,google_display_network,iowa ,March,19,IA,google,34708
23-Jan-18,google_display_network,alabama ,January,1,AL,google,34708
21-Feb-18,unknown,connecticut ,February,9,CT,unknown,10982
7-Mar-18,nafdigital_com,alabama ,March,1,AL,nafdigital,509
7-Feb-18,google,california ,February,6,CA,google,34708
19-Jan-18,google,new york ,January,36,NY,google,34708
18-Mar-18,aol,washington ,March,53,WA,aol,3440
16-Jan-18,email,california ,January,6,CA,email,4952
19-Mar-18,criteo,florida ,March,12,FL,criteo,1599
14-Feb-18,google_display_network,michigan ,February,26,MI,google,34708
28-Feb-18,unknown,oregon ,February,41,OR,unknown,10982
14-Feb-18,31,new york ,February,36,NY,other,13363
6-Mar-18,31,massachusetts ,March,25,MA,other,13363
7-Feb-18,google,georgia ,February,13,GA,google,34708
24-Feb-18,unknown,nebraska ,February,31,NE,unknown,10982
26-Jan-18,unknown,texas ,January,48,TX,unknown,10982
15-Jan-18,taboola,texas ,January,48,TX,other,13363
9-Jan-18,31,pennsylvania ,January,42,PA,other,13363
2-Feb-18,email,texas ,February,48,TX,email,4952
24-Jan-18,email,california ,January,6,CA,email,4952
17-Jan-18,email,indiana ,January,18,IN,email,4952
13-Feb-18,weather,pennsylvania ,February,42,PA,weather,642
25-Mar-18,criteo,new mexico ,March,35,NM,criteo,1599
22-Feb-18,google,alabama ,February,1,AL,google,34708
27-Mar-18,email,new york ,March,36,NY,email,4952
29-Mar-18,google_display_network,michigan ,March,26,MI,google,34708
20-Jan-18,criteo,georgia ,January,13,GA,criteo,1599
11-Jan-18,aol,wisconsin ,January,55,WI,aol,3440
29-Jan-18,google,north dakota ,January,38,ND,google,34708
4-Jan-18,aol,pennsylvania ,January,42,PA,aol,3440
6-Feb-18,aol,illinois ,February,17,IL,aol,3440
1-Jan-18,google_display_network,florida ,January,12,FL,google,34708
28-Feb-18,1,new york ,February,36,NY,other,13363
29-Jan-18,google_display_network,california ,January,6,CA,google,34708
9-Jan-18,google_display_network,massachusetts ,January,25,MA,google,34708
1-Jan-18,google_display_network,florida ,January,12,FL,google,34708
9-Feb-18,google,connecticut ,February,9,CT,google,34708
1-Mar-18,www.google.com,ohio ,March,39,OH,google,34708
29-Mar-18,MSN,new jersey ,March,34,NJ,microsoft,1213
25-Jan-18,unknown,ohio ,January,39,OH,unknown,10982
6-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
2-Jan-18,facebook,florida ,January,12,FL,facebook,1796
29-Mar-18,27,indiana ,March,18,IN,other,13363
17-Feb-18,notification,virginia ,February,51,VA,other,13363
3-Jan-18,google_display_network,california ,January,6,CA,google,34708
28-Mar-18,unknown,nebraska ,March,31,NE,unknown,10982
21-Mar-18,27,delaware ,March,10,DE,other,13363
13-Mar-18,Pandora,missouri ,March,29,MO,pandora,169
20-Jan-18,unknown,georgia ,January,13,GA,unknown,10982
7-Feb-18,nafdigital_com,indiana ,February,18,IN,nafdigital,509
27-Feb-18,www.google.com,utah ,February,49,UT,google,34708
3-Mar-18,bing,colorado ,March,8,CO,bing,3143
22-Jan-18,google_display_network,connecticut ,January,9,CT,google,34708
23-Jan-18,google_display_network,texas ,January,48,TX,google,34708
28-Jan-18,31,california ,January,6,CA,other,13363
31-Mar-18,google_display_network,texas ,March,48,TX,google,34708
5-Jan-18,unknown,texas ,January,48,TX,unknown,10982
7-Jan-18,google_display_network,florida ,January,12,FL,google,34708
19-Feb-18,google,california ,February,6,CA,google,34708
3-Feb-18,unknown,illinois ,February,17,IL,unknown,10982
1-Mar-18,r.search.yahoo.com,delaware ,March,10,DE,yahoo,875
4-Mar-18,google,tennessee ,March,47,TN,google,34708
12-Mar-18,www.google.com,ohio ,March,39,OH,google,34708
4-Feb-18,facebook,california ,February,6,CA,facebook,1796
19-Feb-18,criteo,hawaii ,February,15,HI,criteo,1599
16-Jan-18,31,maryland ,January,24,MD,other,13363
23-Jan-18,google,texas ,January,48,TX,google,34708
5-Feb-18,google_display_network,california ,February,6,CA,google,34708
2-Feb-18,31,mississippi ,February,28,MS,other,13363
17-Jan-18,unknown,illinois ,January,17,IL,unknown,10982
31-Mar-18,google_display_network,michigan ,March,26,MI,google,34708
10-Mar-18,google,connecticut ,March,9,CT,google,34708
29-Mar-18,unknown,florida ,March,12,FL,unknown,10982
11-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
31-Jan-18,google_display_network,california ,January,6,CA,google,34708
7-Jan-18,31,indiana ,January,18,IN,other,13363
14-Jan-18,google_display_network,texas ,January,48,TX,google,34708
3-Mar-18,npr,alabama ,March,1,AL,other,13363
23-Feb-18,bing,connecticut ,February,9,CT,bing,3143
7-Mar-18,bing,california ,March,6,CA,bing,3143
15-Mar-18,email,florida ,March,12,FL,email,4952
21-Jan-18,google,california ,January,6,CA,google,34708
9-Mar-18,facebook,california ,March,6,CA,facebook,1796
20-Mar-18,google,nevada ,March,32,NV,google,34708
1-Feb-18,MSN,new york ,February,36,NY,microsoft,1213
4-Jan-18,27,kentucky ,January,21,KY,other,13363
1-Feb-18,email,virginia ,February,51,VA,email,4952
23-Jan-18,aol,michigan ,January,26,MI,aol,3440
19-Feb-18,google_display_network,new jersey ,February,34,NJ,google,34708
12-Jan-18,1,florida ,January,12,FL,other,13363
21-Feb-18,www.google.com,texas ,February,48,TX,google,34708
3-Feb-18,stringo_middle,california ,February,6,CA,stringo,459
12-Feb-18,unknown,florida ,February,12,FL,unknown,10982
20-Mar-18,facebook,utah ,March,49,UT,facebook,1796
11-Jan-18,email,indiana ,January,18,IN,email,4952
11-Mar-18,yahoo-gemini,massachusetts ,March,25,MA,yahoo,875
13-Jan-18,google_display_network,georgia ,January,13,GA,google,34708
6-Mar-18,google,massachusetts ,March,25,MA,google,34708
29-Mar-18,email,florida ,March,12,FL,email,4952
8-Mar-18,email,tennessee ,March,47,TN,email,4952
14-Mar-18,Yahoo,ohio ,March,39,OH,yahoo,875
13-Mar-18,email,rhode island ,March,44,RI,email,4952
22-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
5-Feb-18,taboola,michigan ,February,26,MI,other,13363
15-Feb-18,google,new york ,February,36,NY,google,34708
9-Jan-18,nafdigital_com,massachusetts ,January,25,MA,nafdigital,509
20-Feb-18,google,pennsylvania ,February,42,PA,google,34708
5-Jan-18,27,california ,January,6,CA,other,13363
8-Jan-18,google_display_network,massachusetts ,January,25,MA,google,34708
14-Mar-18,Pandora,texas ,March,48,TX,pandora,169
8-Feb-18,google,massachusetts ,February,25,MA,google,34708
29-Jan-18,MSN,california ,January,6,CA,microsoft,1213
19-Feb-18,google,north carolina ,February,37,NC,google,34708
6-Jan-18,google,new jersey ,January,34,NJ,google,34708
6-Mar-18,google_display_network,texas ,March,48,TX,google,34708
18-Jan-18,facebook,california ,January,6,CA,facebook,1796
25-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
25-Feb-18,google_display_network,oregon ,February,41,OR,google,34708
24-Jan-18,unknown,georgia ,January,13,GA,unknown,10982
16-Jan-18,google_display_network,maryland ,January,24,MD,google,34708
8-Feb-18,google_display_network,pennsylvania ,February,42,PA,google,34708
4-Jan-18,google_display_network,new york ,January,36,NY,google,34708
29-Jan-18,google_display_network,tennessee ,January,47,TN,google,34708
1-Mar-18,google,california ,March,6,CA,google,34708
25-Jan-18,facebook,kentucky ,January,21,KY,facebook,1796
21-Jan-18,google_display_network,california ,January,6,CA,google,34708
27-Jan-18,google_display_network,new jersey ,January,34,NJ,google,34708
25-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
30-Mar-18,unknown,kentucky ,March,21,KY,unknown,10982
1-Mar-18,google,california ,March,6,CA,google,34708
4-Jan-18,MSN,florida ,January,12,FL,microsoft,1213
4-Jan-18,email,georgia ,January,13,GA,email,4952
7-Mar-18,google_display_network,new jersey ,March,34,NJ,google,34708
25-Jan-18,google,new york ,January,36,NY,google,34708
1-Feb-18,1,texas ,February,48,TX,other,13363
26-Mar-18,email,minnesota ,March,27,MN,email,4952
3-Feb-18,google_display_network,california ,February,6,CA,google,34708
2-Jan-18,{source},illinois ,January,17,IL,other,13363
27-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
26-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
25-Feb-18,google_display_network,georgia ,February,13,GA,google,34708
13-Jan-18,www.google.com,new york ,January,36,NY,google,34708
1-Feb-18,aol,arizona ,February,4,AZ,aol,3440
25-Jan-18,google,maine ,January,23,ME,google,34708
7-Mar-18,aol,new jersey ,March,34,NJ,aol,3440
13-Jan-18,criteo,iowa ,January,19,IA,criteo,1599
17-Feb-18,31,virginia ,February,51,VA,other,13363
26-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
15-Jan-18,unknown,tennessee ,January,47,TN,unknown,10982
8-Mar-18,aol,missouri ,March,29,MO,aol,3440
7-Mar-18,google,texas ,March,48,TX,google,34708
26-Feb-18,google,california ,February,6,CA,google,34708
18-Jan-18,google,california ,January,6,CA,google,34708
16-Mar-18,unknown,pennsylvania ,March,42,PA,unknown,10982
31-Mar-18,31,minnesota ,March,27,MN,other,13363
10-Feb-18,google_display_network,michigan ,February,26,MI,google,34708
30-Jan-18,google_display_network,florida ,January,12,FL,google,34708
27-Mar-18,www.google.com,connecticut ,March,9,CT,google,34708
24-Mar-18,unknown,ohio ,March,39,OH,unknown,10982
10-Feb-18,outbrain,florida ,February,12,FL,outbrain,71
25-Jan-18,google,ohio ,January,39,OH,google,34708
23-Mar-18,google,florida ,March,12,FL,google,34708
31-Jan-18,31,north carolina ,January,37,NC,other,13363
5-Feb-18,31,arizona ,February,4,AZ,other,13363
26-Jan-18,google,illinois ,January,17,IL,google,34708
16-Mar-18,unknown,colorado ,March,8,CO,unknown,10982
7-Jan-18,google,texas ,January,48,TX,google,34708
16-Mar-18,google_display_network,georgia ,March,13,GA,google,34708
13-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
11-Mar-18,google,north carolina ,March,37,NC,google,34708
12-Feb-18,google_display_network,new york ,February,36,NY,google,34708
13-Feb-18,aol,florida ,February,12,FL,aol,3440
22-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
21-Jan-18,unknown,massachusetts ,January,25,MA,unknown,10982
16-Jan-18,google_display_network,pennsylvania ,January,42,PA,google,34708
15-Feb-18,aol,michigan ,February,26,MI,aol,3440
19-Jan-18,{source},florida ,January,12,FL,other,13363
20-Mar-18,google_display_network,new jersey ,March,34,NJ,google,34708
5-Feb-18,google_display_network,north carolina ,February,37,NC,google,34708
18-Jan-18,facebook,minnesota ,January,27,MN,facebook,1796
21-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
10-Jan-18,google,ohio ,January,39,OH,google,34708
21-Jan-18,google,illinois ,January,17,IL,google,34708
15-Mar-18,google_display_network,california ,March,6,CA,google,34708
18-Mar-18,email,indiana ,March,18,IN,email,4952
7-Mar-18,email,florida ,March,12,FL,email,4952
26-Mar-18,email,washington ,March,53,WA,email,4952
